web-scraper-order,web-scraper-start-url,name,name-href,imgs-src,desc,sunlight,soil,maintenance,characteristics
1520335509-7216,http://www.gardening.cornell.edu/homegardening/scenee139.html,Shirley Poppy,http://www.gardening.cornell.edu/homegardening/sceneb880.html,images/garden/photos_garden/Papaveraceae/Papaver/rhoeas/whole_thumb.jpg,"This annual has fernlike foliage and ruffled, papery flowers in many colors, including red, orange, yellow, violet, white and pink.  Prefers cool weather and doesn't like heat and humidity.  Immortalized in the WWI poem, ""In Flanders fields the poppies blow ... .""",full sun,tolerates droughty soil,"Deadhead to prolong bloom. The plants will bloom longer if the seedpods are not allowed to develop. Remove seedpods to prevent self-seeding if desired.



	



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds if not deadheaded.  Can become a weedy nuisance.  



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe.



	



	



	bears ornamental fruit



	 - If not deadheaded, seedheads prolong interest.



	



	



	Special uses:



	



	



	cut flowers - Must be treated before being placed in arrangements. Cut the stems in the garden, then recut them when indoors. Immediately dip the cut stem tips in boiling water for 20 to 30 seconds, or sear the cut.



	



	



	



	dried flowers - Seedpods (not the flowers) can be dried and used in arrangements.



	



	



	



	



	direct-seeding"
1520337348-7346,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Cyclamen, Hardy",http://www.gardening.cornell.edu/homegardening/scene5622.html,images/garden/photos_garden/Primulaceae/Cyclamen/coum/whole_thumb.jpg,"With glossy, heart-shaped leaves marked with silver, and dainty but showy flowers, Hardy Cyclamen is an early-spring bloomer. Hardy to Zone 5, its flowers are nearly identical to those found on nonhardy florist's cyclamens.",part shade,requires well-drained soil,"Plant the tubers 2"" beneath the soil surface in late summer or early fall. Cover the plants with mulch for overwintering.



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Asia Minor and Southeastern Europe"
1520335444-7184,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Tulip, Double Early-Flowering cultivars",http://www.gardening.cornell.edu/homegardening/sceneab5f.html,images/garden/photos_garden/Liliaceae/Tulipa/sp/double-early_flowering_cultivars/flower_thumb.jpg,"Double Early-Flowering Tulips have cup-like, thick, fully double blooms on compact plants. They may be a single color, or marked with stripes, flames, feathers, or colored margins.",full sun,requires well-drained soil,"Remove faded flowers, and do not remove the foliage until it has yellowed and begun to die back (up to 6 weeks). These tulips do not perform well in Zones 7 to 9. To grow in these Zones, purchase cold-treated bulbs and grow as annuals. A few cultivars are suited to perennial warmer growth. 



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	



	



	



	



	Special uses:



	



	



	cut flowers"
1520335567-7244,http://www.gardening.cornell.edu/homegardening/scenee139.html,Nierembergia,http://www.gardening.cornell.edu/homegardening/scene26fc.html,images/garden/photos_garden/Solanaceae/Nierembergia/caerula/whole_thumb.jpg,"This annual features airy green foliage and yellow-centered blue, purple or white flowers.",full sun,requires well-drained soil,"Pinch to keep bushy.  Deadhead to keep prolong blooming. Keep moist but not soggy. Fertilize regularly.



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Argentina.



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding"
1520335454-7189,http://www.gardening.cornell.edu/homegardening/scenee139.html,Trout Lily,http://www.gardening.cornell.edu/homegardening/scenef908.html,images/garden/photos_garden/Liliaceae/Erythronium/americanum/flower_thumb.jpg,"Native to eastern North America, the Trout Lily is delicate but hardy, with nodding, lily-like yellow blooms.  These rise above two basal leaves that are dark green and mottled with brown, resembling a trout. It is best used in mass plantings in naturalized settings where the soil does not dry out.",part shade,requires damp soil,"Plant the bulbs 5"" beneath the soil surface. They require this planting depth. which is deeper than you'd expect for a bulb of such small size.



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Eastern U.S. and Canada, from Nova Scotia to Florida."
1520335555-7238,http://www.gardening.cornell.edu/homegardening/scenee139.html,Pincushion Flower,http://www.gardening.cornell.edu/homegardening/sceneb858.html,images/garden/photos_garden/Dipsacaceae/Scabiosa/atropurpurea/flower_thumb.jpg,"This popular annual gets its common name of from its long, gray stamens that protrude like ""pins"" from the dense ""cushion"" of the flower.  Flowers come in shades of red, white, yellow, pink, blue and purple.",full sun,requires well-drained soil,"May require staking. Deadhead to prolong bloom.



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to the Mediterranean.



	



	fragrant



	 - Flowers are fragrant.



	



	







	Attracts:



	



	beneficial insects



	 - Bees.



	



	hummingbirds



	



	



	



	Special uses:



	



	



	cut flowers"
1520335614-7267,http://www.gardening.cornell.edu/homegardening/scenee139.html,Leopard’s Bane,http://www.gardening.cornell.edu/homegardening/scene4678.html,images/garden/photos_garden/Asteraceae/Doronicum/spp/whole_thumb.jpg,"The earliest-blooming of the daisies, Leopard's Bane makes a great yellow-flowered companion for late spring-flowering bulbs and is good for cut flowers. Different species and varieties range from 6 inches to 4 feet tall.",full sun,requires well-drained soil,"Keep soil moist but not soggy. Deadhead spent blooms to encourage fall flowering. The plants die back after spring flowering, then come back to bloom in the fall if properly cared for.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe"
1520335641-7280,http://www.gardening.cornell.edu/homegardening/scenee139.html,Jack-in-the-Pulpit,http://www.gardening.cornell.edu/homegardening/scene02a5.html,images/garden/photos_garden/Araceae/Arisaema/triphyllum/whole_thumb.jpg,"A native to eastern North American woodlands, Jack-in-the Pulpit is grown primarily for its unusual blooms.",full sun,requires damp soil,"Divide the plants in the spring. 



	



	



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Native to eastern North America.



	



	



	bears ornamental fruit



	 - Blooms are followed by clusters of red berries in fall."
1520335518-7220,http://www.gardening.cornell.edu/homegardening/scenee139.html,Sanvitalia,http://www.gardening.cornell.edu/homegardening/scene39b9.html,images/garden/photos_garden/Asteraceae/Sanvitalia/procumbens/whole_thumb.jpg,"Sunflower fans will love this short, creeping groundcover.  It's covered with golden-yellow, dark-brown-centered flowers that look just like miniature sunflowers!  Wonderful in windowboxes or other containers where they can hang over the sides.",full sun,tolerates droughty soil,"Do not overwater.  



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Southwestern United States and Mexico.



	



	



	



	



	



	Special uses:



	



	



	



	



	



	direct-seeding"
1520335690-7304,http://www.gardening.cornell.edu/homegardening/scenee139.html,Goatsbeard,http://www.gardening.cornell.edu/homegardening/scene8e30.html,images/garden/photos_garden/Rosaceae/Aruncus/dioicus/whole_thumb.jpg,"Feathery white blooms rise above the airy, fern-like foliage of this tall, striking shade garden plant.  Plants with male flowers have more attractive bloom, but female plants have more attractive seedpods.",part shade,requires well-drained soil,"Keep soil moist but not soggy. If plants dry out, leaf edges will scorch.  Remove dead leaves to improve appearance.Deadhead spent blooms if they weigh down the plants excessively.  May self-seed if both male and female plants are present, but not very aggressively.Division only required every 10 years or more.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Native to Northern Europe and North America"
1520335610-7265,http://www.gardening.cornell.edu/homegardening/scenee139.html,Lily Leek,http://www.gardening.cornell.edu/homegardening/scenec91c.html,images/garden/photos_garden/Alliaceae/Allium/moly/whole_thumb.jpg,"Lily Leek quickly forms dense clumps of foot-tall leek-like grayish blue-green foliage.  Clusters of half-inch wide yellow flowers rise to about an equal height in late spring or early summer, making a lovely addition to naturalized areas.",full sun,requires well-drained soil,"Apply mulch in fall for winter protection.



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Quickly forms clumps



		non-invasive



		



		



	



	not native to North America



	 - Native to Southern Europe



	



	



	



	



	



	Special uses:



	



	



	



	dried flowers



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335672-7295,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Hosta, Siebold",http://www.gardening.cornell.edu/homegardening/scenee15b.html,images/garden/photos_garden/Liliaceae/Hosta/sieboldiana/whole_thumb.jpg,"This large Hosta, with its heart-shaped bluish-green leaves and pale lilac flowers, makes a spectacular shade-garden specimen plant.",part shade,requires well-drained soil,"Hostas are generally easy to take care of as long as they are given partial shade and lots of moisture. 



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Japan"
1520337468-7348,http://www.gardening.cornell.edu/homegardening/scenee139.html,Crocus hybrids,http://www.gardening.cornell.edu/homegardening/scene0ab0.html,images/garden/photos_garden/Iridaceae/Crocus/sp/whole_thumb.jpg,"Early-spring favorites, hybrid crocuses carpet the ground with blooms in shades of white, purple, yellow and orange.",full sun,requires well-drained soil,"Plant the corms 2"" below the surface of the ground.When forcing these bulbs, do not move them into a warm location until the flower buds show some color. Moving them earlier may result in failure to  flower.




	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		 - Plants spread to form large clumps, but are not usually a nuisance.



		non-invasive



		



		



	



	not native to North America



	 - Products of horticultural breeding



	



	fragrant



	 - Blooms are sweetly fragrant.



	



	



	



	Special uses:



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520338309-7362,http://www.gardening.cornell.edu/homegardening/scenee139.html,Chives,http://www.gardening.cornell.edu/homegardening/scene0072.html,,"Great for dressing up potatoes and spicing up salads, this easy-to-grow
Allium’s pinkish-lavender flowers make an attractive clump or edging in
flower gardens.",full sun,tolerates acid soil,"In spring or fall, direct seed onto well-prepared seedbed (covering
very lightly), or transplant established plants. (If starting from
seed, plants probably won’t be large enough to harvest for at least a
year.)Regular
cutting helps keep plants vigorous and healthy and encourages
spreading. Keep flowers picked to discourage dormancy in warm weather.No fertilizer is needed if planted in reasonably fertile soil.  Plants harvested frequently benefit from nitrogen top-dressing.Divide and replant clump in fresh soil every three to five years.



	



	","Special characteristics:



	



	deer resistant



	



	



	
	not native to North America



	 - Mediterranean origin



	evergreen



	 - In cold areas, dies back to the ground.



	
	
	



	
	Special uses:



	



	



	cut flowers



	



	
	
	



	edible flowers



	



	
	



	edible landscaping"
1520335468-7196,http://www.gardening.cornell.edu/homegardening/scenee139.html,Sweet Cicely,http://www.gardening.cornell.edu/homegardening/sceneb847.html,images/garden/photos_garden/Apiaceae/Myrrhis/odorata/whole_thumb.jpg,"This tall, hardy perennial herb is perfect as a landscape specimen for a partly shady nook, or the delicate fern-like foliage can add textural contrast to border backgrounds.  You can also use it for a foundation planting on the north side of a building.",full sun,requires damp soil,"Remove flowers if you want to preserve leaf flavor.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds readily.



		non-invasive



		



		



	



	not native to North America



	 - Native to Southern Europe.



	



	fragrant



	 - Whole plant is anise-scented.



	



	







	Attracts:



	



	beneficial insects



	



	



	



	



	



	Special uses:



	



	



	



	



	



	







	



		



	



	naturalistic garden - Fern-like texture makes a nice textural contrast in naturalistic areas."
1520335682-7300,http://www.gardening.cornell.edu/homegardening/scenee139.html,Hepatica,http://www.gardening.cornell.edu/homegardening/scened82d.html,images/garden/photos_garden/Ranunculaceae/Hepatica/nobilis/whole_thumb.jpg,"This small, semi-evergreen woodland plant bears blue, bluish-purple, white, or pink blooms in early spring, and has a clump of three-lobed leaves that resemble the shape of the human liver (hence the name liverleaf).  It is rare in its native habitat so be sure to purchase cultivated plants not collected from the wild.",part shade,tolerates acid soil,"Keep soil moist but not soggy.Does not like being disturbed. 




	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe.  var. japonica native to Japan."
1520335536-7229,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Primrose, Polyanthus Hybrids",http://www.gardening.cornell.edu/homegardening/scenecd02.html,images/garden/photos_garden/Primulaceae/Primula/x_polyantha/whole_thumb.jpg,"Dense clusters of flowers bloom in spring and summer and are great companions for Bleeding Hearts, Hostas, Hellebores.  These Primrose hybrids come in many bright colors and bicolors and make great bedding plants.",part shade,requires well-drained soil,"Doesn't need frequent division. Divide in early spring.Winter mulch is helpful where snow cover is minimal. 



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Hybrid with parents from Europe, Asia, Middle East and Russia."
1520335477-7200,http://www.gardening.cornell.edu/homegardening/scenee139.html,Summer Savory,http://www.gardening.cornell.edu/homegardening/scene0e45.html,images/garden/photos_garden/Lamiaceae/Satureja/hortensis/whole_thumb.jpg,"This aromatic, half-hardy annual herb is best in mass plantings where its small, lilac-pink flowers are most effective.  As an ornamental, the bronze-purple fall foliage is also attractive.  Preferred as an oregano-like seasoning over Winter Savory because it is less pungent.",full sun,tolerates droughty soil,"Water to keep soil moist during summer.  If moisture-stressed, plants will quickly go to seed (bolt).  Harvest regularly to promote more vegetative growth.  If not grown as an ornamental, pull plants up once they start to flower and dry them for winter use.



	



	



	","Tolerates:



	



	



	frost - Tolerates light frost.



	



	



		



		



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to the Mediterranean region.




	



	fragrant



	 - Leaves have a pungent spicy scent.



	



	







	Attracts:



	



	beneficial insects



	 - Bees.



	



	



	



	



	Special uses:



	



	



	



	dried flowers - Leaves and flowers used in arrangements."
1520335585-7253,http://www.gardening.cornell.edu/homegardening/scenee139.html,Mazus,http://www.gardening.cornell.edu/homegardening/scene4e90.html,images/garden/photos_garden/Scrophulariaceae/Mazus/reptans/whole_thumb.jpg,"One of the tiniest garden perennials, Mazus reaches only 2 inches tall. Forms dense mats blanketed with purple-blue flowers in late spring and early summer. Excellent for rock gardens and for growth between stepping stones.",full sun,requires well-drained soil,"Keep soil moist but not soggy.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Spreads quickly if not kept in check.



		non-invasive



		



		



	



	not native to North America



	 - Native to Asia."
1520335546-7234,http://www.gardening.cornell.edu/homegardening/scenee139.html,Polka Dot Plant,http://www.gardening.cornell.edu/homegardening/scened50f.html,images/garden/photos_garden/Acanthaceae/Hypoestes/phyllostachya/whole_thumb.jpg,"With leaves spotted and dotted with freckles and splotches in shades of white, pink, green or red, Polka-dot Plant is a colorful, whimsical addition to the garden border.",part shade,requires well-drained soil,"Pinch back the plants regularly to maintain a bushy growth habit. Fertilize plants grown in containers once a month.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - South Africa"
1520335540-7231,http://www.gardening.cornell.edu/homegardening/scenee139.html,Prairie Mallow,http://www.gardening.cornell.edu/homegardening/scene1065.html,images/garden/photos_garden/Malvaceae/Sidalcea/malviflora/whole_thumb.jpg,"These 2- to 4-foot-tall perennials bear showy spikes of 2-inch-wide blooms in shades from pale pink to bright rosy purple.  Great cottage-garden plant that has the look Hollyhocks, but not the dominating height or aggressive self-seeding.",full sun,requires well-drained soil,"Deadhead to encourage continued bloom. May require staking.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Western United States



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	







	



	wildflowers"
1520335608-7264,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Lilyturf, Creeping",http://www.gardening.cornell.edu/homegardening/scene2219.html,images/garden/photos_garden/Liliaceae/Liriope/spicata/whole_thumb.jpg,"This tough, cold hardy (to Zone 4), spreading, semi-evergreen groundcover forms dense mats of grass-like plants topped with pale-purple flowers on violet-brown stems. Can protect soil from erosion in full shade or full sun, but is too aggressive for border plantings.",full sun,tolerates acid soil,"Mow foliage in the spring to encourage new, fresh growth. Tolerates root competition from trees.  A good choice to use for erosion control in dry, shady areas. 



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Spreads by rhizomes and crowds out other plants. 



		non-invasive



		



		



	



	not native to North America



	 - Native to Japan and China



	evergreen



	 - Foliage usually suffers a good deal of damage in winter.



	



	bears ornamental fruit



	 - Berry-like fruit persists into fall and early winter."
1520335628-7274,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Lady’s Slipper, Pink",http://www.gardening.cornell.edu/homegardening/sceneb0d2.html,,"This woodland beauty bears unusual, solitary flowers with a deep pink pouch and pale maroon petals. Don't buy plants harvested from the wild, as wild populations are endangered.",part shade,requires acid soil,"Provide conditions as close to the high-acid, moist, rich soils present in native woodland habitat. Keep soil from drying out.  Mulch with pine needles.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Woodlands in eastern U.S. and Canada."
1520335643-7281,http://www.gardening.cornell.edu/homegardening/scenee139.html,Italian Bugloss,http://www.gardening.cornell.edu/homegardening/sceneaf95.html,images/garden/photos_garden/Boraginaceae/Anchusa/azurea/whole_thumb.jpg,"This biennial or short-lived perennial has bright blue flowers that resemble forget-me-nots on 4-foot-tall plants.  Because the foliage is not very attractive, it is best used in the back of the border.",full sun,requires well-drained soil,"Keep watered in dry weather, but do not overwater as plants will rot in wet soil.May require staking, especially in rich soils. Cut back spent flower stems to encourage more bloom.Self-seeds readily.  Deadhead to prevent self-seeding.To increase the longevity of this short-lived perennial, cut back to the crown after flowering, and divide plants every two or three years.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds readily and may become weedy, especially in rich soils.



		non-invasive



		



		



	



	not native to North America



	 - Native to the Mediterranean"
1520336627-7334,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Daylily, Purple Mountain",http://www.gardening.cornell.edu/homegardening/scene02c9.html,images/garden/photos_garden/Liliaceae/Hemerocallis/altissima/flower_thumb.jpg,"The tallest of all daylily species, Purple Mountain Daylily can reach up to 6 feet tall when in blooms, but is only hardy to Zone 6. It is a nocturnal bloomer, its flowers opening at dusk and closing by dawn in warmer weather. In colder weather, the flowers open in late afternoon and remain open until midmorning.",full sun,requires well-drained soil,"Remove faded flowers.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native of China, from Purple Mountains in Nanking Province.



	



	fragrant



	



	



	



	



	Special uses:



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335635-7277,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Kale, Ornamental",http://www.gardening.cornell.edu/homegardening/scene1e07.html,images/garden/photos_garden/Brassicaceae/Brassica/oleracea/var_acephala_ornamental_kale/whole_thumb.jpg,Flowering Kale brings a delightful bit of color and green foliage to the fall and early-winter garden.,full sun,requires well-drained soil,"Fertilize 3 weeks after transplanting to the garden or larger pots.



	



	



	","Tolerates:



	



	



	frost - Often remains colorful and showy into early winter.



	



	



		



		



		



	







	







	Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Europe



	



	



	



	



	



	Special uses:



	



	



	



	



	



	edible landscaping"
1520335487-7205,http://www.gardening.cornell.edu/homegardening/scenee139.html,Spring Snowflake,http://www.gardening.cornell.edu/homegardening/scene4bd4.html,images/garden/photos_garden/Amaryllidaceae/Leucojum/vernum/whole_thumb.jpg,"Smaller and earlier-flowering than Summer Snowflakes, Spring Snowflakes have fresh green foliage and dainty, bell-like white blooms.",full sun,requires well-drained soil,"Keep soil moist during the growing season. 



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe"
1520336867-7338,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Dahlia, bedding varieties",http://www.gardening.cornell.edu/homegardening/scene1ed6.html,images/garden/photos_garden/Solanaceae/Dahlia/sp/(bedding)/whole_thumb.jpg,"These short varieties (less than 1.5 feet tall) are usually used as border or edging plants.  Unlike most other Dahlias, they are grown from seed and treated like annual flowers.  Plantings usually produce a mixture of flower colors.",full sun,requires well-drained soil,"Keep moist.  Do not allow the plants to dry out. Plants do not need staking.  Pinch back when seedlings have 3 sets of leaves to keep the plants bushy. Dahlias are heavy feeders (dwarf varieties less so than standard varieties) and perform best in rich, well-drained soil.  They usually benefit from high nitrogen fertilizer early in the season until flower buds form, and high potassium fertilizer from midsummer to early fall.  Over-fertilization with nitrogen can produce lush foliage but poor blooms, and may encourage the tuberous roots to rot in storage overwinter.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to tropical Mexico."
1520335495-7209,http://www.gardening.cornell.edu/homegardening/scenee139.html,Snowdrop,http://www.gardening.cornell.edu/homegardening/scene4bcd.html,images/garden/photos_garden/Amaryllidaceae/Galanthus/nivalis/whole_thumb.jpg,"One of the earliest flowering spring bulbs, Snowdrop's fresh green foliage and delicate, pure white blooms, herald springtime. Generally grows 6 inches or less and performs best in cool, moist, partially shaded areas.",part shade,requires well-drained soil,"Divide the plants when the clumps become overcrowded, about every 3 to 4 years. 



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		 - Plants rapidly form clumps, but they do not spread aggressively.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe"
1520335709-7313,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Geranium, Endress'",http://www.gardening.cornell.edu/homegardening/scene0db5.html,images/garden/photos_garden/Geraniaceae/Geranium/endressei/whole_thumb.jpg,"An attractive, mounded plant, Endress' Geranium has medium-green leaves with toothed lobes and silver-tinted, pale pink blooms that darken with age.",full sun,tolerates droughty soil,"Cut back to basal foliage when blooming has finished. Foliage is evergreen and will last until late winter. Clean up plants in the spring.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Pyrenees Mountains



	evergreen"
1520335491-7207,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Solomon’s Seal, Great",http://www.gardening.cornell.edu/homegardening/scene0f43.html,images/garden/photos_garden/Liliaceae/Polygonatum/commutatum/whole_thumb.jpg,"This tall-growing, woodland native brings drama to shady sites.  Arching plants feature attractive ribbed foliage, rows of small, bell-like, white flowers and blue-black fruit.",full shade,tolerates droughty soil,"Mulch to keep the soil cooler in the summer months. Seldom needs division. Divide in spring. 



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - Provide lots of room.  Spreading can cause problems in small gardens due to plants' large size.



		non-invasive



		



		



	



	native to North America



	 - United States to Mexico.



	



	



	bears ornamental fruit



	 - Berries are bluish-black and last into fall."
1520335427-7176,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Tulip, Saxatilis",http://www.gardening.cornell.edu/homegardening/scene7794.html,images/garden/photos_garden/Liliaceae/Tulipa/saxatilis/whole_thumb.jpg,"These compact 8- to 10-inch-tall tulips bear delicate but showy sweet-scented, pale pink or purple blooms with yellow centers. It is well-suited to rock garden use.",full sun,tolerates droughty soil,"Remove faded flowers after blooming. After spring blooming, allow the foliage to die back (about 6 weeks) before cutting back. Do not cut back unfaded foliage. 



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		 - Spreads by runners.



		non-invasive



		



		



	



	not native to North America



	 - Native to Crete and Turkey



	



	fragrant



	 - Blooms are sweetly scented.



	



	



	



	Special uses:"
1520335550-7236,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Pinks, Border",http://www.gardening.cornell.edu/homegardening/scenefea8.html,images/garden/photos_garden/Caryophyllaceae/Dianthus/sp/Border_Pinks/whole_thumb.jpg,"Spice-scented blooms with ruffled and toothed/fringed petals in shades and combinations of pink, red and white are the trademarks of these low-growing cottage garden favorites.  Most are varieties of Dianthus plumarius, and need full sun, good drainage and slightly alkaline soil.",full sun,tolerates droughty soil,"Cut plants back by half after flowering. Allow seeds to develop and set before cutting if self-seeding is desired. Leave evergreen foliage for fall and winter interest. Protect from overly moist conditions, as these easily cause rot.Divide in spring or fall every 2 or 3 years.




	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticuural selection



	evergreen



	



	fragrant



	 - Flowers usually have spicy scents, often resembling cloves or cinnamon.



	



	



	



	Special uses:



	



	



	cut flowers - Some varieties make good cut flowers."
1520335700-7309,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Ginger, Wild",http://www.gardening.cornell.edu/homegardening/scenefabd.html,images/garden/photos_garden/Aristolochiaceae/Asarum/sp/whole_thumb.jpg,"Small and spreading, with glossy heart-shaped leaves, the wild gingers make showy groundcovers for partly to fully shady areas with moist soil, especially woodland gardens.  The European species is usually evergreen.",part shade,requires acid soil,"Do not prune before winter.  Remove dead foliage in spring. Very low maintenance.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - This plant spreads slowly and is not an aggressive groundcover.



		non-invasive



		



		



	



	native to North America



	 - Canadian Wild Ginger is native to northereastern Canada and the USA. European species is not native.



	evergreen



	 - European Wild ginger is evergreen, Canadian Wild Ginger is not.



	fragrant



	 - The roots are fragrant and smell like ginger root.



	



	



	



	Special uses:



	



	



	



	



	



	







	



	wildflowers - Canadian Wild Ginger is a North American native wildflower.



	



	



		



	



	naturalistic garden - Well-suited to naturalistic woodland gardens."
1520335538-7230,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Primrose, Drumstick",http://www.gardening.cornell.edu/homegardening/scenecc85.html,images/garden/photos_garden/Primulaceae/Primula/denticulata/whole_thumb.jpg,"One of the earliest flowering primroses, Drumstick Primrose produces globular pink, purple and white flower heads in spring.  They make great companions for early-blooming daffodils, tulips and other spring-flowering bulbs.",part shade,requires well-drained soil,"Doesn't need frequent division.  Divide in early spring.Winter mulch is helpful where snow cover is minimal.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to the Himalayas."
1520337768-7353,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Coreopsis, Lanceleaf",http://www.gardening.cornell.edu/homegardening/scene0f88.html,images/garden/photos_garden/Asteraceae/Coreopsis/lanceolata/whole_thumb.jpg,"Very similar to Large-flowered Coreopsis (C. grandiflora), with showy, large (up to 2.5-inch) golden-yellow blooms and attractive medium-green foliage.  Doesn't produce quite as many flowers, but is longer-lived and has leaves mostly just at the base of the plant.",full sun,tolerates droughty soil,"Plants are short-lived, but don't flower themselves to death as fast as large-flowered tickseed (C. grandiflora).  To maintain hardiness and vigor, divide every 2 to 3 years.
 
Deadhead daily to prolong blooming. Cut plants back in midsummer if their growth becomes straggly. This prevents excessive flowering, which can kill the plant. Cut plants back nearly to the ground in late summer or early fall to encourage healthy new foliar growth. Allow foliage to remain for the winter, then clean up the plants in the spring.




	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Central and southern U.S.



	



	



	



	







	Attracts:



	



	



	butterflies



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	







	



	wildflowers



	



	



		



	



	naturalistic garden"
